id,date,amount
INC2732,2018-10-03,100
INC214,2019-06-30,150
INC341,2018-08-15,500
INC2101,2018-07-25,100
INC1446,2018-08-09,400
INC1886,2019-06-19,500
INC1004,2018-09-22,100
VN925HD1FQ1,2018-05-30,100
INC2993,2018-10-19,100
g5AylGNeNqQB,2019-06-19,100
INC1076,2018-09-20,100
INC65,2018-07-01,100
w7pZR8p1lTe1,2018-12-27,500
INC3269,2018-10-27,100
INC706,2018-01-15,100
INC3,2018-06-15,250
INC772,2018-07-26,100
YaLfVmzqQq8K,2018-09-18,250
VN925H9AGP9,2018-05-19,100
INC1086,2018-04-17,100
Ty8J2dgkMKg1,2018-11-08,100
INC3592,2018-11-06,500
A-84231,2018-08-09,500
A-84223,2018-08-03,100
6BN69j9fMdYd,2018-09-06,500
INC352,2018-10-17,100
CRlsYRwjKEyo,2018-10-10,100
mIYbGAGf55IS,2019-05-31,500
qujFN6rsI1LR,2018-08-15,100
INC120,2018-05-18,500
PMlOjTFSmfvb,2018-12-24,200
INC297,2018-08-10,100
INC27,2019-03-14,250
VN925GQFN16,2018-02-08,500
A-84468,2018-10-29,250
INC511,2018-06-12,500
yiHldldvbkxh,2018-06-26,500
A-84386,2018-10-10,25
INC1107,2018-10-17,100
INC2994,2018-10-19,100
INC1953,2018-06-30,250
INC1875,2018-06-29,250
INC1432,2018-08-05,100
IDVcO6O2A8yG,2018-01-05,100
IDT278,2018-10-27,25
INC112,2018-10-01,250
INC1886,2018-06-30,100
INC865,2018-02-08,500
INC1259,2018-06-24,500
uiXL82zxK22t,2019-02-16,100
INC867,2018-02-08,300
INC3102,2018-04-04,500
EXP133,2018-09-19,-100
INC380,2018-05-09,500
5xUA3T6XQnOa,2018-08-27,100
INC3548,2018-11-04,100
INC12,2018-08-22,100
INC1569,2018-09-27,200
INC827,2018-06-29,100
INC153,2018-02-28,150
VN925J5C0Z8,2018-09-07,25
INC3539,2018-11-04,100
INC1135,2018-06-18,500
NlRdUhGSXz5E,2018-11-27,150
INC340,2018-08-17,250
INC1317,2018-04-26,150
INC1161,2018-05-23,500
INC1056,2018-07-30,250
INC116,2019-06-25,100
INC1278,2018-09-24,100
INC1143,2018-09-17,500
VN925GV6Q33,2018-03-03,150
4qrDiacMj5eY,2018-07-09,100
INC1481,2018-01-16,100
leSGbaBNuvIu,2019-04-25,500
INC326,2018-08-09,500
GZ66pefnh5aq,2018-08-23,100
INC1161,2018-04-21,500
VN925GP3RE7,2018-01-26,100
INC539,2018-06-20,100
INC1422,2018-08-10,25
INC3537,2018-11-04,100
XrYuXyg5kbQ5,2018-10-20,50
INC1203,2018-06-29,400
INC91,2018-05-04,250
INC144,2018-05-22,500
INC2434,2018-09-18,300
EEdU8HNyzjHB,2019-06-27,100
INC753,2018-10-30,50
INC1007,2018-06-01,100
uOZXQjQOp3ly,2018-08-09,100
INC1410,2018-10-12,500
INC1243,2018-09-20,100
INC2612,2018-10-02,100
INC955,2018-06-28,100
INC3153,2018-06-27,500
INC67,2018-04-27,200
XWnNvxwU1orl,2018-09-21,100
ZfQj7aLgpH2v,2018-10-14,200
INC221,2018-07-31,100
INC1152,2018-03-07,200
INC1572,2018-05-31,50
pcESb1P4Tj6Q,2018-09-08,300
INC3550,2018-11-04,100
DhxOmGvbbkHH,2018-08-27,100
6VAC6F3ZQh6B,2018-06-21,100
INC1054,2018-09-15,250
wxL59TFlkush,2018-09-22,500
INC801,2018-07-25,500
INC51,2018-02-26,250
IDT126,2018-09-16,100
INC428,2018-09-11,250
INC2110,2018-07-31,50
INC1372,2018-05-16,100
INC9,2018-06-28,250
INC992,2018-03-22,500
VN925KMQE52,2018-11-09,500
INC816,2018-05-12,500
INC916,2018-02-28,500
A-84205,2018-07-27,72
E7foNtfKhIiu,2018-12-09,100
IiMmqaQhe2sK,2018-09-08,100
INC392,2018-05-08,250
INC1419,2018-10-14,500
IDT264,2018-10-23,200
INC711,2018-10-24,500
INC1478,2018-05-11,25
plgHlB7puRjy,2019-05-14,500
hT2WIv1lQASc,2018-07-31,100
INC1137,2018-06-22,80
JL5KildQ3T27,2018-10-16,100
INC1877,2019-06-18,500
INC1773,2019-01-25,500
INC302,2018-04-10,100
INC1713,2018-05-26,500
YXnzBz761RM8,2018-10-31,500
INC1124,2018-04-20,100
SohAyXr5iDAM,2018-10-20,200
INC1704,2018-11-02,100
INC824,2018-11-05,500
INC2660,2018-10-04,100
INC157,2018-02-15,100
INC841,2018-04-03,500
INC3224,2018-10-26,100
INC1108,2018-04-19,150
INC648,2018-02-21,250
INC1422,2018-11-28,500
INC734,2018-07-16,150
ffjUamias8F3,2019-04-04,500
INC617,2018-07-05,100
INC1033,2018-04-11,250
INC1284,2018-06-27,350
lOqMnLg6dPbv,2018-06-30,-100
rU98mnwGe5el,2018-10-14,100
YdhwC66zNThU,2019-06-13,500
INC651,2018-07-06,100
INC139,2018-03-05,500
INC309,2018-11-30,250
INC900,2018-04-03,100
INC458,2018-05-24,500
W8ZOyv3NbFle,2018-08-20,150
INC1118,2018-08-23,125
INC2565,2018-10-02,100
INC2644,2018-10-02,500
IR1s71E1e5VP,2019-06-25,150
INC1855,2018-06-29,200
INC1122,2018-04-20,250
INC11,2019-03-15,500
prUTT5t98jC8,2019-06-13,500
INC790,2018-01-10,250
o4K1SsOOqnCY,2018-09-09,100
LPjv59RYL83F,2018-10-21,475
INC2109,2018-11-07,500
INC1069,2018-10-04,100
TjzYTlez7NjY,2018-01-14,250
INC470,2018-01-02,100
INC2178,2018-05-23,25
INC779,2018-07-25,500
INC1788,2019-04-12,500
IwimSrYwjhrC,2018-09-03,250
INC1208,2018-03-20,500
r9ywxgBeson3,2018-07-02,500
bPwNr2AYU1VL,2018-09-18,100
INC1165,2018-09-05,200
PiuVCB3oEqdl,2019-04-02,100
INC369,2018-10-26,500
INC1681,2018-01-31,500
EUx9PSkY5lvm,2018-10-09,500
QXRgfDpdKtmh,2018-10-19,100
INC74,2018-01-17,500
INC3132,2018-06-19,500
INC107,2019-06-25,500
INC4267,2019-01-29,18
INC618,2018-07-05,100
VN925HHMA73,2018-06-29,100
Ll6uFsnPj3ja,2018-10-22,250
INC826,2018-01-30,250
INC1533,2018-10-31,100
IDT110,2018-09-14,200
INC2040,2018-10-23,250
INC1397,2018-05-17,500
INC925,2018-03-11,250
IDT295,2018-11-05,100
INC1685,2018-07-16,20
INC670,2018-01-05,250
INC1263,2018-05-02,250
NWhAMSuYyj2B,2018-12-09,500
aS1rtbNGUdoz,2019-05-23,500
gfvSHdwJnOhP,2018-10-03,500
5HmEA43R77y9,2019-05-09,250
8irwRjK2tzOL,2018-09-06,222
INC2482,2018-09-22,500
IDT35,2018-03-25,25
wSci8WciBHlb,2019-06-10,250
IDT154,2018-09-22,338.27
INC7,2019-03-15,100
INC141,2018-06-29,250
INC232,2019-06-30,500
INC1343,2018-10-11,500
INC2720,2018-10-03,250
INC4103,2018-12-18,500
A-84152,2018-06-30,500
INC1053,2018-04-20,500
INC1570,2018-10-22,500
RCWR8XiKGfOB,2018-12-29,100
INC444,2018-09-14,250
INC892,2018-06-08,20
EEeGC5FUtdMz,2018-12-27,100
QEdGV2IaSG3a,2018-10-19,75
INC1874,2019-06-17,150
INC964,2018-04-07,500
INC644,2018-02-13,500
INC2675,2018-10-04,150
INC224,2018-11-14,500
VN925HHM6J1,2018-06-28,100
qi3lroGv7vgC,2018-11-01,150
INC159,2018-06-23,100
INC3252,2018-10-27,250
INC3225,2018-10-26,100
INC1348,2018-09-26,500
INC487,2018-09-20,200
VN925H4EZM6,2018-04-21,100
INC473,2018-09-19,500
INC2497,2018-09-23,500
INC784,2018-01-10,100
INC234,2019-06-30,500
HmU15YmTinpt,2018-07-17,-100
INC666,2018-10-09,200
INC1061,2018-06-14,100
INC3440,2018-11-01,25
SckRAKKKULoF,2019-06-06,500
INC1944,2018-10-17,100
bbli9pwfTqeU,2019-02-03,100
BnD26j3sGkV7,2018-11-16,500
INC3603,2018-11-06,100
INC665,2018-10-09,500
3du5KQRRZePM,2019-06-17,150
T263HVxr9o9U,2019-03-29,100
A-84289,2018-09-08,200
INC923,2018-04-26,200
PHqcQbQQHsyK,2019-06-20,250
INC43,2018-02-26,500
tCh3118fd1iT,2019-03-24,500
INC1263,2018-09-20,100
INC803,2018-10-30,250
INC1758,2018-12-06,500
INC187,2018-11-01,100
f5I2e3RTQzDD,2018-08-27,100
INC426,2018-12-14,500
INC845,2018-08-07,500
IDT197,2018-10-04,250
INC407,2018-12-27,500
INC1965,2018-06-25,500
INC180,2019-06-25,500
INC120,2018-07-03,250
57fAAxwhMSGL,2018-07-27,100
INC197,2018-11-06,500
INC417,2018-09-09,250
INC950,2018-05-18,100
INC172,2018-10-25,500
INC301,2018-11-30,500
INC15,2019-03-15,500
INC1774,2018-08-16,20
INC918,2018-04-23,20
NDsVKIfbI9We,2019-05-31,100
INC1950,2018-06-30,100
INC724,2018-07-09,250
INC1132,2018-02-27,100
INC697,2018-03-18,100
pW4sfbLcAcRP,2018-06-05,250
IDT262,2018-10-22,100
INC13,2018-06-28,500
INC1412,2018-05-18,500
INC965,2018-09-12,500
INC82,2018-02-26,100
INC3600,2018-11-05,100
VN925HKSXZ7,2018-07-05,100
VN925HD1FF9,2018-05-30,300
INC3282,2018-10-29,100
INC1160,2018-04-21,200
YScIVDvKhi7Q,2019-04-08,250
ZZHYwk6cMewd,2018-08-20,100
INC101,2018-02-26,250
INC133,2018-06-04,500
Hohm8GDJ52US,2019-06-27,100
INC668,2018-10-21,500
INC177,2018-08-27,500
VN925HHHGG4,2018-06-28,250
tXltigOcGyAT,2018-11-02,100
INC2097,2018-10-24,125
st2OdYuebbbt,2019-02-02,50
bitvSBnG7qIu,2019-05-24,250
INC474,2018-09-19,500
INC295,2018-08-14,100
INC1349,2018-10-11,500
INC4119,2018-12-17,100
INC3297,2018-10-28,27
INC1924,2018-06-30,250
VN925KNHZ72,2018-12-31,500
INC2745,2018-10-08,100
Aq5Wt7QniKbz,2019-06-12,500
INC1185,2018-09-05,500
INC1282,2018-05-07,100
hWKau9i1cRMg,2019-05-31,500
INC787,2018-03-15,200
INC39,2018-06-25,500
INC573,2018-04-25,250
xkfQUMg2UJo6,2018-08-08,100
INC715,2018-01-11,500
INC953,2018-06-28,25
LfwtMb2kKawl,2018-08-27,100
ZMYoYdoNMK8G,2018-10-31,500
INC1879,2019-06-18,250
INC744,2018-02-21,-250
INC197,2018-07-25,100
INC1572,2018-10-22,500
INC202,2019-06-25,250
qGyYhIOni1yr,2018-12-08,300
INC179,2018-10-22,500
INC752,2018-03-06,300
Fc5ptvoLEmP8,2018-10-19,500
INC254,2018-11-16,100
INC74,2018-04-16,250
INC1891,2018-06-30,100
EXP1804,2018-02-15,-500
INC780,2018-01-16,100
INC896,2018-08-28,200
INC222,2018-11-13,250
fejvk67ubyd4,2018-09-13,100
RGhzAJtLQmKQ,2018-09-10,250
INC370,2018-12-13,500
A-84250,2018-08-16,500
INC1751,2018-06-20,100
INC622,2018-02-17,100
INC328,2018-12-06,100
INC846,2018-08-07,500
INC2098,2018-07-23,100
xNEyNhbjFyGe,2018-09-28,250
VN925KEQMV5,2018-11-05,200
INC236,2018-09-14,100
rxYfLVzPqcSE,2019-04-16,50
INC20,2018-08-24,250
INC1347,2018-05-17,100
INC1932,2018-06-30,250
INC1482,2018-08-16,100
Uzn9oZW1x8dZ,2019-04-08,100
a5m7BmdCsAgv,2019-03-07,100
INC568,2018-02-02,250
INC1642,2018-11-02,500
INC3392,2018-10-24,500
INC997,2018-09-21,200
gWmTLd5pldoT,2018-06-24,100
INC355,2018-05-02,300
INC1330,2018-03-30,150
INC1426,2018-05-19,100
INC99,2018-07-23,100
INC724,2018-02-26,250
INC872,2018-05-31,500
INC3279,2018-10-29,100
INC1520,2018-05-17,100
INC757,2018-01-20,100
EX8w7vAWIWRl,2018-04-27,200
INC2989,2018-10-19,100
CT6HHfyAfddv,2018-10-09,500
INC1220,2018-06-30,100
SMZvgh4cePYx,2019-04-27,100
KTslRjnfNOKd,2018-10-23,100
INC200,2018-11-09,250
INC748,2018-10-22,500
VN925GV6PY4,2018-03-03,150
umG7wmTLUloW,2018-08-30,500
INC199,2019-06-23,300
INC133,2018-06-29,500
VN925H9ARR0,2018-05-20,250
INC2560,2018-10-01,500
IJl8PFXmSHvm,2019-04-30,500
INC587,2018-01-24,100
INC1459,2018-10-19,50
INC1093,2018-04-17,250
Ol76I5NSN3NX,2018-12-31,100
INC1382,2018-10-08,20
INC3511,2018-11-01,250
9GSdj69xOeek,2018-10-17,100
VN925GNH5C9,2018-01-22,300
INC1777,2018-06-26,100
INC810,2018-11-01,500
INC189,2018-05-02,500
INC134,2018-06-29,500
INC1259,2018-05-01,250
znhdAWRfkDjq,2018-12-27,100
INC135,2018-08-14,250
INC1535,2018-10-30,500
W4a7QrdvY8rl,2018-11-09,300
INC1716,2018-06-17,250
1VrTThqjy3h4,2018-07-31,150
INC1193,2018-03-16,500
INC300,2018-09-22,448.27
INC2047,2018-10-23,100
fobd6fnomQ5d,2019-06-30,500
INC1906,2018-06-30,100
INC3542,2018-11-04,100
INC491,2018-12-27,500
INC71,2018-04-17,500
INC1169,2018-09-17,500
INC623,2018-07-05,25
INC690,2018-10-10,500
INC217,2018-01-25,200
INC1844,2018-06-28,100
neYQLeG6bgye,2018-10-23,200
INC602,2018-02-01,100
fLV2fkA8iDbK,2018-08-31,250
INC444,2018-12-23,500
INC3510,2018-11-01,100
INC860,2018-02-05,500
IDT44,2018-08-25,500
A-84418,2018-10-10,200
INC661,2018-07-06,100
yGmNWAi7bboh,2019-06-02,500
INC1920,2018-06-30,100
ueJar1BAiodl,2018-03-19,200
INC3118,2018-10-22,100
INC782,2018-01-10,500
EXP1580,2018-11-07,-500
INC1042,2018-04-13,500
INC2541,2018-09-28,500
INC41,2018-04-04,500
INC1122,2018-02-28,75
8JIQIYM2nF37,2018-08-27,100
INC968,2018-03-24,300
INC1245,2018-03-26,100
ffg37c6xGFaT,2019-06-20,250
INC894,2018-06-11,20
aracXBlx9EL5,2019-03-03,50
INC1596,2018-10-08,250
VN925HHM5X5,2018-06-28,250
INC3870,2018-11-19,100
EyFA4ZlH4REU,2019-05-16,500
INC194,2019-06-23,500
INC1053,2018-04-17,500
PYjmAU3qNkSC,2019-03-03,100
aMDI3H1Yu127,2019-05-31,200
INC1537,2018-09-07,500
ogl5rqQNaAgW,2018-08-25,250
INC706,2018-06-04,100
wygYukEcI57q,2018-10-02,250
INC3597,2018-11-05,100
y9vjNkTiRiBn,2019-05-22,500
INC1577,2018-10-24,500
EXP683,2018-01-08,-500
INC535,2018-06-19,500
IDT9,2018-08-14,300
VN925GPM984,2018-01-30,60
INC1549,2018-11-02,150
INC3262,2018-10-27,150
INC304,2018-11-30,500
INC1209,2018-06-30,100
INC2803,2018-10-13,150
INC303,2018-11-30,500
VN925KNHF69,2018-12-31,500
INC1832,2018-06-28,250
INC602,2018-07-05,150
VN925HHM7W3,2018-06-28,500
INC673,2018-02-20,500
OqIV286kPEon,2018-08-08,100
INC1631,2018-06-07,250
INC1322,2018-10-05,100
INC112,2018-06-30,500
INC1431,2018-05-19,250
INC122,2018-05-25,500
e1kNH9YMms1Z,2018-06-25,500
INC541,2018-06-20,100
INC995,2018-01-21,100
IDT210,2018-10-05,250
INC2080,2018-10-25,100
INC106,2018-03-01,100
VN925HY4BF2,2018-08-17,250
INC3400,2018-10-30,500
INC1799,2019-05-17,500
INC692,2018-10-11,500
INC2104,2018-07-29,18
6FYIk2SuknIW,2018-07-27,50
INC34,2018-02-26,100
INC1207,2018-06-29,500
INC643,2018-02-13,500
INC671,2018-02-21,100
INC672,2018-06-30,500
J8prRo1ayhAy,2018-06-27,100
INC1056,2018-09-15,250
INC1676,2018-06-04,100
INC3397,2018-10-30,500
INC3014,2018-10-19,50
i1TUuqYdtJnL,2019-05-31,150
INC3907,2018-11-27,150
INC179,2018-03-09,250
INC4019,2018-11-30,100
INC800,2018-07-25,100
e1CjNJnkcxlW,2018-07-31,100
INC96,2018-02-26,500
INC1958,2018-06-30,100
fVqrCX1Zr6oV,2018-06-30,500
INC1408,2018-05-18,100
INC128,2018-03-02,100
INC1167,2018-09-17,250
INC480,2018-05-31,500
Gx3GkACwURnj,2019-06-06,500
INC3267,2018-10-26,100
INC1383,2018-05-17,250
INC420,2018-12-18,500
INC138,2018-03-05,500
INC1369,2018-05-15,150
INC1574,2018-05-31,100
GLbszRcYU4ZX,2018-10-09,50
INC1184,2018-06-27,400
INC731,2018-06-27,100
dafCESM2XFCm,2018-08-14,50
INC744,2018-10-30,250
INC282,2018-11-30,250
INC1248,2018-09-25,200
INC1131,2018-08-25,250
INC36,2018-02-26,100
INC1881,2019-06-18,150
INC1178,2018-04-21,500
INC449,2018-12-19,500
INC48,2018-06-21,100
sgYOIvfTcWhW,2019-06-25,50
eS6zMG7x2fnW,2018-09-13,100
INC661,2018-10-17,500
INC493,2018-09-20,300
MmMxeoOkEFbc,2018-08-20,100
INC1901,2018-06-30,100
INC127,2018-08-11,500
INC63,2018-07-01,500
INC1461,2018-08-17,150
7urHriIOI49Z,2018-10-06,100
INC266,2018-08-07,100
ztfxpFMDEMlM,2018-08-31,100
APN8SHb5th4g,2019-06-21,100
dcpIGoNmwV2m,2018-09-21,250
SaIy38K6H2IO,2018-08-07,500
INC2665,2018-10-04,250
eQpQ9jcoSxoO,2019-05-09,500
VN925HFG0S8,2018-06-21,200
rhH3YaBataRJ,2019-06-27,500
INC1147,2018-04-20,200
V425TTsAzIXf,2019-06-30,200
INC1929,2018-06-30,500
INC668,2018-03-06,500
INC2654,2018-10-04,500
INC694,2018-10-14,100
INC895,2018-02-01,-500
XqJBZeEAPwg8,2018-10-19,100
INC1052,2018-04-20,500
INC443,2018-12-07,500
n8IWcxJ88HT9,2018-12-24,200
fHvQtYQv4h46,2019-05-29,100
INC1816,2018-06-27,100
INC4153,2018-12-29,18
INC2975,2018-10-19,250
INC740,2018-03-06,100
iE8MdzNafflx,2019-02-17,100
INC406,2018-05-07,50
EXP142,2018-09-19,-500
INC725,2018-10-21,250
INC2810,2018-10-14,20
INC777,2018-01-16,500
INC713,2018-01-29,50
UX1MHcCBM3o3,2018-10-03,20
INC1538,2018-09-09,100
INC1263,2018-06-22,500
INC1994,2018-10-20,100
Qztjsda8drdl,2019-05-24,100
VN925H35E27,2018-04-07,25
INC781,2018-10-31,250
EXP1034,2018-06-30,-250
INC1136,2018-02-26,150
INC80,2018-06-27,100
INC631,2018-10-02,500
q3J1gvCwA5rV,2019-06-05,500
INC2207,2018-08-09,150
ckQz6uCbVVda,2018-09-17,500
INC2376,2018-08-31,25
INC1796,2019-05-13,500
RUMVvc4Go4TM,2018-09-10,100
INC1620,2018-05-31,100
vxVdjBeXgUmr,2019-06-20,50
INC998,2018-06-01,400
ZWOhfewAmik1,2018-07-27,100
INC612,2018-07-05,100
INC4147,2018-12-21,500
EXP2094,2018-04-29,-100
wqD5UuCHEdro,2019-06-13,500
1BgW4RocnjyN,2018-07-30,250
INC188,2018-11-02,250
XKHRPh4DSbA2,2018-10-21,50
lIKihVLFqWzc,2019-06-26,100
INC117,2019-06-25,500
x7lfgnUrp1zX,2019-04-26,500
INC1393,2018-10-17,500
VN925HG8103,2018-06-26,100
INC1389,2018-04-21,360
Uz5qutBy4FhS,2018-01-02,100
INC1352,2018-09-26,500
INC1490,2018-05-11,250
INC1286,2018-09-24,100
INC1032,2018-02-16,100
INC1612,2018-06-01,100
INC225,2018-11-14,100
cbSVu2bhNcNh,2018-10-31,500
INC603,2018-10-03,500
INC309,2018-01-17,100
INC1792,2019-04-18,500
INC119,2018-03-01,100
IDT84,2018-09-07,100
INC1541,2018-05-26,500
INC1871,2019-06-17,250
INC440,2018-12-20,500
WImspAeXxK5M,2018-08-27,250
INC429,2018-09-12,250
8yRSrLb8woTE,2019-06-06,50
INC692,2018-03-20,500
IDT198,2018-09-28,400
INC740,2018-02-03,100
sVeCkCoyqOLN,2018-02-21,500
INC1350,2018-10-11,500
INC757,2018-02-21,250
xHSzzZV36bvO,2018-10-03,100
knlTQkj7D48l,2019-06-06,500
INC52,2018-02-26,500
9tZIJgD4JXnk,2019-03-08,200
IDT11,2018-08-15,100
A-84430,2018-10-24,500
INC1921,2018-06-30,500
INC910,2018-04-03,100
INC1052,2018-09-15,250
INC228,2018-11-14,100
INC718,2018-06-20,100
INC1429,2018-08-09,100
INC1434,2018-08-12,50
INC3532,2018-11-03,250
INC1145,2018-05-20,500
INC2719,2018-10-03,250
INC711,2018-06-19,100
GfOCKDUFoTd1,2018-03-27,100
qsyR5EeUKFeH,2019-05-31,100
2fslxiAHidLJ,2018-10-20,200
A6tf5fUgVnCY,2018-09-12,250
INC315,2018-01-01,50
QKeYRTqtMLHT,2018-10-20,50
INC821,2018-05-10,100
IDT35,2018-08-22,100
INC40,2018-02-26,100
INC733,2018-01-15,500
INC1049,2018-04-17,250
INC1710,2018-11-02,150
A-84248,2018-08-14,500
INC2001,2018-07-05,100
INC866,2018-05-30,500
EXP1453,2018-05-18,-500
IDT252,2018-10-19,250
INC310,2018-11-30,250
INC1119,2018-05-06,500
H3yGzDzbL9dD,2018-06-08,100
INC2128,2018-10-31,500
INC360,2018-05-01,500
INC2860,2018-10-16,250
INC362,2018-05-01,500
INC2476,2018-09-21,50
INC1047,2018-04-17,100
INC257,2018-08-02,250
INC2105,2018-07-30,250
INC123,2018-06-29,500
INC1484,2018-10-14,500
Mbil3wdSMOOW,2018-09-02,250
INC230,2018-11-15,100
doCDnuAgXLCg,2018-10-18,100
INC1110,2018-08-21,500
INC1124,2018-09-21,100
INC4125,2018-12-18,100
WCW2xendzjp5,2018-07-03,100
RPaDHUa9LmnJ,2019-05-15,250
INC1710,2018-06-15,100
INC1030,2018-02-18,200
INC2093,2018-07-20,50
bBJMnEtcwVff,2018-09-03,100
INC721,2018-06-20,500
INC626,2018-10-02,500
INC1223,2018-03-19,100
A-84465,2018-10-29,400
INC408,2018-01-26,50
XPo3NtYoEDMT,2018-12-24,500
eOyUIYIBqQtk,2019-01-13,100
IYjJcZkr2pId,2018-11-12,250
INC538,2018-09-21,500
elaUdESxD3rn,2018-07-31,100
INC274,2018-07-14,500
YziJmpAqh5SJ,2019-05-15,500
INC1195,2018-06-30,500
INC404,2018-05-07,100
83RlZ3MSODWX,2018-08-27,100
INC321,2018-08-15,100
INC414,2018-05-16,50
INC1056,2018-04-17,100
INC902,2018-08-22,150
VN925H3HJH8,2018-04-12,200
37RhjYFRWqIJ,2018-10-17,100
iTS2NZGbcZki,2018-07-31,200
INC793,2018-03-11,100
GoQWeVV5PWFR,2019-04-23,500
INC2110,2018-11-02,250
INC152,2018-02-28,500
5kpJhPXXKD2o,2018-06-27,500
INC1194,2018-09-10,100
INC1237,2018-06-21,250
INC863,2018-02-05,100
INC2483,2018-09-22,200
INC1552,2018-05-21,100
INC1300,2018-10-30,52
INC1395,2018-07-29,200
INC1943,2018-10-17,100
wkpWWp4jZ8yP,2018-10-18,200
INC3533,2018-11-04,100
INC915,2018-04-04,150
INC1559,2018-05-29,18
INC2055,2018-10-23,100
INC86,2018-09-29,100
INC855,2018-02-05,500
L6cdltXW2mgY,2018-07-30,100
9Q6Az6f41XUw,2019-06-06,100
INC903,2018-04-03,100
c3lPBMxWOJIx,2018-10-09,500
INC891,2018-06-07,100
INC313,2018-08-14,100
7wlOBneTl5GV,2018-06-25,100
INC1211,2018-06-12,100
lxQjvtjt45qw,2019-06-29,50
INC143,2018-03-06,500
INC1129,2018-08-28,250
JRt8oTtyA4NV,2018-09-26,100
84Ttih8rqbN5,2019-06-30,100
INC1429,2018-10-14,500
INC3449,2018-11-01,200
nQlmY7j7lR3Q,2018-11-01,500
VN925H12809,2018-04-01,100
INC605,2018-10-03,500
INC822,2018-03-14,100
INC1050,2018-04-16,200
A-84458,2018-10-29,500
VN925KN3RC4,2018-12-14,500
INC995,2018-03-23,500
INC1264,2018-06-22,100
WwkpbKKeJj76,2018-09-18,50
tHzEMFdhmQbi,2018-11-01,100
IDT101,2018-09-14,50
INC557,2018-06-21,50
INC3549,2018-11-04,150
INC1576,2018-06-02,100
t5Vftl1c8VqQ,2018-08-14,100
nLhqdbaafMMQ,2018-12-19,50
INC159,2018-08-30,500
INC2730,2018-10-03,100
INC3151,2018-06-27,500
INC1084,2018-06-13,500
INC678,2018-06-30,200
IDQ6DGb13nPj,2018-09-24,100
INC23,2018-03-03,500
INC1216,2019-06-05,250
INC2097,2018-07-22,100
INC1218,2018-09-27,300
VN925H5N0N4,2018-05-01,150
hCg2ZccYCXlm,2018-05-08,150
INC759,2018-01-21,250
INC1302,2018-07-22,200
vlcGMbBA5pGs,2018-11-02,200
INC44,2019-04-14,500
A-84206,2018-07-28,100
INC342,2018-05-01,100
INC1036,2018-04-13,500
INC1806,2018-06-26,150
9FMIIAeviZfN,2019-01-04,25
INC1165,2018-10-19,100
INC2212,2019-01-12,500
INC814,2018-10-31,-500
uNX4VLrdjDRe,2018-10-20,100
INC697,2019-03-07,100
INC589,2019-02-28,500
INC1834,2018-09-12,250
INC930,2018-06-20,50
pNcEkbWGvX5N,2018-08-28,250
INC1613,2018-11-01,250
INC415,2018-05-15,100
JcaXU4pjPcGE,2018-10-10,100
INC1261,2018-06-24,500
VN925GSD5M0,2018-02-19,100
INC1109,2018-06-27,500
INC1070,2018-06-14,100
INC1566,2018-05-29,100
INC3249,2018-10-29,500
INC37,2018-06-30,100
INC892,2018-02-12,500
INC1269,2018-05-05,100
INC115,2018-06-30,250
hkBp4aNGwNlk,2019-05-02,500
INC1296,2018-10-02,250
SnUh3aCNOx6D,2018-12-29,100
INC1034,2018-04-11,500
4FVMVfgfi9ap,2019-06-20,500
Kic1IH4O43fx,2018-11-29,150
INC263,2018-11-16,200
INC58,2018-06-25,100
INC716,2018-10-25,500
INC404,2018-09-06,100
INC651,2019-03-10,100
3EsxXFRQWaOi,2018-09-06,100
INC312,2018-08-14,100
INC1327,2019-06-24,500
BL7sEigtiL35,2018-08-18,30
YI5i4B1PA4dq,2018-07-01,500
bCNOjGEFlb3a,2018-10-30,100
INC387,2018-12-07,100
INC3507,2018-11-01,100
INC4365,2019-05-29,18
INC218,2018-11-12,250
INC785,2018-01-10,500
INC421,2018-12-18,500
INC2789,2018-10-12,500
INC1332,2018-05-03,500
INC820,2018-01-28,100
INC717,2019-03-06,100
Hfl6SIwcnW8X,2018-12-14,500
INC338,2018-05-01,500
INC710,2018-06-19,500
IDT293,2018-11-03,100
INC936,2018-09-06,500
INC1172,2018-08-30,50
INC206,2018-03-06,500
INC993,2018-01-23,100
INC721,2018-02-27,500
RPfM7I2B9ilx,2018-07-01,150
Z7ekcZKQK7te,2018-07-17,-100
INC90,2019-06-17,250
INC1480,2018-10-14,500
INC837,2018-04-05,500
INC924,2018-02-26,150
INC818,2018-01-26,100
uty26nCUXDmm,2019-06-25,500
uZ4eJu3ZFY4i,2018-08-24,500
INC2805,2018-10-14,100
INC349,2018-10-15,50
INC1874,2018-06-29,250
INC83,2018-09-28,100
INC620,2018-02-18,100
INC368,2018-12-13,500
WsqCAyXLszab,2019-01-18,100
INC3841,2018-11-02,500
INC1649,2018-11-05,100
OJjfK1qikpi7,2018-09-18,100
INC793,2018-11-11,500
TzHAGSkespaW,2018-06-23,100
INC746,2018-07-23,100
INC788,2018-08-01,50
INC1423,2018-04-26,250
jMMPbzgXh6nj,2018-11-30,500
INC713,2019-03-14,100
INC554,2019-02-22,250
INC461,2018-05-23,500
EXP1346,2018-10-02,-25
ZUgouXBGmOPs,2018-01-03,100
INC953,2018-09-06,500
INC1857,2018-06-29,400
INC860,2018-05-29,500
A-84226,2018-08-06,500
INC884,2018-03-22,500
