id,date,amount
Htj1P3IWWmwS,2018-08-24,100
INC1230,2018-06-27,100
INC1205,2018-09-10,30
INC1023,2018-04-05,200
INC1767,2018-02-21,20
INC341,2018-08-18,100
INC625,2018-10-02,500
INC568,2018-09-29,400
ToBmNoDuH43E,2018-09-05,200
INC175,2018-06-26,500
INC1128,2018-04-20,150
INC1090,2018-04-23,500
INC1200,2018-04-20,500
INC196,2018-11-06,500
Gft1cB4M477B,2019-06-03,50
INC516,2018-03-26,100
INC4268,2019-01-23,500
mWGJ6fmaJFWy,2018-10-02,100
5TylsQOYxujT,2019-06-20,150
INC1740,2018-10-15,250
INC2,2018-07-02,100
INC919,2018-09-04,150
IDT34,2018-08-22,100
VlIxkHdRdeLv,2018-07-05,100
tTBE5iCpaRxb,2019-06-30,100
VN925GXZME6,2018-03-21,500
INC1222,2018-09-26,250
f67RlTkWccaA,2019-04-18,250
INC1821,2019-06-06,500
INC1680,2018-11-05,500
6l4wo7T4ckRv,2018-08-22,99
INC285,2018-08-11,100
EXP2138,2018-11-12,-100
INC1237,2018-09-25,100
INC1106,2018-06-27,500
INC3436,2018-10-31,175
cSeMrL3kBtK5,2018-06-25,500
INC183,2018-08-27,100
INC150,2018-02-28,100
INC726,2018-02-26,500
bchJXxjkrzqW,2018-11-22,100
INC943,2018-05-15,100
INC582,2018-01-30,250
INC1073,2018-08-04,25
vasWTj274YsD,2018-10-18,500
2BqVnr6P8tVp,2018-08-23,500
EXP1953,2018-10-17,-100
INC689,2018-07-11,100
znqcMAchHmhv,2018-09-13,200
INC1006,2018-03-30,100
INC1852,2018-06-29,500
INC1085,2019-05-09,500
INC1634,2018-01-19,200
7o5wPAioUgPG,2018-08-04,100
INC616,2018-10-12,500
INC727,2018-03-28,25
VN925GGW9X9,2018-01-07,25
vVnfjsJIBTT2,2018-12-07,100
swDP6EW5DKMI,2018-08-28,500
INC3310,2018-10-29,18
INC2609,2018-10-02,100
INC338,2018-08-16,100
INC1669,2018-06-14,50
INC3424,2018-10-30,150
3bplOldRZjtx,2019-02-22,100
IDT226,2018-10-13,250
IwimSrYwjhrC,2018-09-03,250
INC735,2018-01-14,100
VN925H1BV68,2018-04-04,50
INC471,2018-09-19,500
IDT200,2018-10-06,100
xitYEdEOGoWs,2018-08-21,475
INC1328,2018-09-22,500
INC276,2018-08-10,100
INC1973,2018-10-18,250
TKBz2Hu2faH7,2018-10-24,5
f6vnlNlPCiqq,2018-11-02,489
INC58,2018-02-26,180
INC1854,2019-06-13,500
INC1278,2018-06-19,250
A-84420,2018-09-26,500
INC1219,2018-03-19,100
INC2686,2018-10-05,50
INC1306,2018-07-21,100
EXP2813,2018-10-15,-500
INC2804,2018-10-13,100
INC1325,2018-11-05,150
INC4046,2018-12-03,250
VN925GNNAZ3,2018-01-23,250
INC1428,2018-10-14,250
INC763,2018-01-22,250
INC989,2018-07-09,-500
INC330,2018-02-22,500
YtgCGhxr3jIK,2018-12-23,500
INC330,2018-08-13,500
INC762,2018-01-22,250
A-84136,2018-06-30,100
INC462,2018-09-13,500
INC749,2018-07-18,100
kBtbMmK4bU2k,2018-06-27,250
aKLdDiTm8pFE,2018-11-11,100
INC372,2018-05-01,500
1syHucNdxT4B,2018-11-01,50
INC1318,2018-04-26,301.31
INC1100,2019-04-17,250
INC166,2018-10-15,500
INC1676,2018-01-31,100
n3qKvjxoHvue,2018-09-28,250
VN925GVNHN0,2018-03-08,100
iaPCJLtu4mb4,2019-05-01,50
EXP134,2018-09-19,-500
INC358,2018-05-28,250
56CpbvdrhYIG,2018-07-09,100
INC515,2019-01-23,500
VN925H3D547,2018-04-11,250
INC1031,2018-09-18,500
HnwAGfZSuzeM,2019-02-25,200
INC283,2018-08-11,100
INC1686,2018-04-25,500
INC1081,2018-09-20,250
INC855,2018-02-07,100
PGiIY5pTa9iV,2018-06-28,100
hZ8cvBzUWbw3,2018-09-08,250
INC794,2018-11-01,100
VrNBdGJhPntI,2019-06-30,200
INC1224,2018-06-27,151
INC1664,2018-11-05,100
INC1106,2018-04-18,250
INC529,2019-01-23,500
5deEp799gCVz,2018-12-22,400
VN925KA1VS1,2018-10-27,50
WOrlwVyk71Ou,2018-11-20,50
INC177,2018-03-09,250
idIygZsY11Lo,2018-06-25,250
INC1008,2019-05-03,500
EXP980,2018-09-18,-100
INC1448,2018-10-22,100
INC1030,2018-06-09,100
jYwDqgKoXTbr,2018-10-29,100
8H68DKoa715g,2018-04-12,200
INC360,2018-12-19,100
INC1869,2018-06-29,100
INC47,2018-09-11,100
INC1153,2018-04-21,100
INC226,2018-09-12,100
INC903,2018-02-20,500
INC1277,2018-09-24,500
INC1614,2018-10-31,250
j95XYGJyRcxv,2018-08-26,500
INC321,2018-04-18,250
INC1288,2018-06-27,250
INC646,2019-03-07,500
INC964,2019-04-17,500
INC1113,2018-09-21,500
INC869,2018-05-29,100
INC505,2018-09-17,100
INC1318,2019-06-29,500
L11ptegZ9PiK,2018-08-31,500
INC1982,2018-10-15,500
INC1521,2018-10-18,250
fwzb8Ok6emvf,2018-10-14,400
P11rLbDmmbS2,2018-12-12,250
eIuFIlEFkTrl,2018-12-27,250
INC227,2018-03-21,250
A-84348,2018-09-14,100
INC554,2018-06-25,500
INC1145,2019-05-20,250
INC340,2018-12-12,500
INC759,2018-02-12,250
VN925H3AXN8,2018-04-10,300
INC1492,2018-10-14,350
q5GLlzW7WxEL,2018-07-01,250
pYIjv8EmAaMG,2018-08-27,100
INC157,2018-06-20,100
INC260,2018-11-16,50
Sjn7LuKE5P1h,2018-08-19,500
EjBSWX5Mx36z,2018-06-25,500
INC1028,2018-06-07,100
INC643,2018-07-06,100
INC677,2018-06-30,500
INC442,2018-11-30,500
INC638,2018-02-13,100
INC1215,2018-09-13,500
Sdi8WVKYTjZK,2018-09-10,250
INC1136,2018-08-28,100
INC521,2018-09-24,500
INC278,2018-09-17,498.27
INC715,2018-10-25,500
INC738,2018-01-14,250
INC188,2018-04-30,500
INC1938,2018-10-17,200
INC1469,2018-10-17,500
49fFvMhQV1jW,2018-08-22,100
INC297,2018-09-20,100
INC787,2018-01-10,500
EXP835,2018-06-28,-100
5ViIsdJ6YBBd,2019-04-19,200
dcpIGoNmwV2m,2018-09-21,250
INC394,2018-09-01,500
INC68,2018-04-27,250
INC856,2018-02-05,500
INC1757,2018-12-06,500
INC2978,2018-10-19,250
INC262,2018-07-20,250
INC79,2018-04-27,500
etADf2zAUDt9,2018-12-27,100
lh2LpakECst1,2018-09-17,350
37K9luJSxvAe,2018-09-21,125
INC674,2018-01-07,500
INC87,2018-02-01,500
VN925H0F4V3,2018-03-28,150
INC612,2018-10-09,250
ehfjDZc1BUFx,2019-05-16,150
2SvxKsWDPwxA,2018-11-06,150
2jRcvosd9pmb,2018-06-29,500
IbvhOTfr4jaM,2019-06-19,200
INC1807,2018-06-26,100
INC1567,2018-10-25,250
INC2431,2018-09-14,150
pkzbibnVAMbp,2018-12-31,100
INC771,2018-01-16,100
VN925KMVEP9,2018-12-12,50
INC187,2018-03-13,500
INC299,2018-08-14,100
INC176,2018-03-09,100
INC1031,2018-06-06,100
INC2743,2018-10-03,500
INC1426,2018-08-06,100
INC1249,2019-06-15,400
INC1393,2018-07-30,100
INC1392,2018-07-24,80000
INC1953,2018-12-04,250
INC1112,2018-06-27,500
VN925GYAKG4,2018-03-14,100
INC206,2018-07-25,100
INC2852,2018-10-13,500
INC553,2019-02-19,100
EkU2Ovmxv2j2,2018-09-28,250
INC195,2018-07-25,500
INC715,2018-10-15,100
INC75,2018-06-26,250
INC710,2018-07-10,100
7kfyfhzJZvja,2018-06-29,250
INC68,2018-02-26,250
INC481,2018-05-31,500
INC1301,2018-10-30,500
INC846,2018-01-24,100
INC1577,2018-11-05,100
INC46,2018-09-27,10000
INC1998,2018-07-05,25
cMguaeUxfgM4,2019-04-12,500
INC1045,2018-04-16,500
INC688,2018-03-21,200
ZWE4bsmDeJXH,2018-06-29,500
INC1598,2018-01-10,250
5Q4kQPu2tG67,2018-06-30,200
INC1865,2019-06-14,150
IDT178,2018-09-27,500
INC1261,2018-09-20,250
INC492,2018-09-20,150
rUqDodXQkIeZ,2018-08-27,100
INC790,2018-07-16,200
lkGzgWs977Wa,2019-05-18,100
INC3406,2018-10-30,500
INC395,2018-11-28,500
uUcs2jgZ19le,2018-07-31,50
INC73,2018-07-02,100
VN925HQZ7E2,2018-06-30,200
VN925HHM7V5,2018-06-28,500
INC2070,2018-10-29,250
INC322,2018-04-18,250
INC2690,2018-10-05,500
tyvPvcMzDjXi,2018-09-12,50
jebM6PdJF2yZ,2019-05-18,500
EenwmBxNPPxf,2018-11-24,100
kHHBVf7CyS6T,2018-08-13,20
JHPLVgTgkugR,2018-09-07,100
qvj8ONMijJzR,2019-06-20,500
INC574,2018-09-25,500
INC897,2018-03-29,500
vcHRddarHltV,2018-10-20,100
INC1358,2018-05-12,500
A-84412,2018-10-10,200
INC1514,2018-10-14,500
INC415,2018-01-20,250
INC1935,2018-10-17,250
INC382,2018-05-09,500
INC144,2018-03-06,100
INC2041,2018-10-23,50
INC1346,2018-10-11,250
INC410,2018-09-02,100
GifaQSaH1eJy,2018-08-09,200
INC1993,2018-10-20,250
assi6d7uuW2b,2019-06-03,30
INC509,2018-06-11,250
INC1625,2018-01-25,100
INC847,2018-11-05,100
INC1482,2018-10-14,200
INC3197,2018-10-24,300
INC3152,2018-06-27,500
INC1440,2018-08-05,100
INC1058,2018-06-14,100
IDT147,2018-09-21,500
8Q3Vnc6uSHkK,2018-11-01,27
7H5YICfNBrHC,2018-09-06,40
INC1233,2019-06-07,100
INC1135,2018-08-27,100
INC388,2018-12-07,200
INC1758,2018-06-22,250
INC2524,2018-09-25,500
INC287,2018-04-05,100
INC1825,2018-06-28,250
INC428,2018-12-05,500
INC716,2018-01-11,500
INC1666,2018-10-04,200
ahdpYJrMZkDV,2018-10-15,50
INC352,2018-08-21,250
INC1095,2018-02-21,200
INC741,2019-03-02,250
or6ESkBlf35A,2019-04-30,500
INC736,2018-03-06,250
INC810,2019-03-20,250
INC864,2018-04-09,500
INC794,2018-03-17,250
INC406,2018-10-25,200
VN925GHWYH9,2018-01-11,100
INC232,2018-11-16,100
VN925GSF650,2018-02-20,100
INC737,2018-06-27,100
Wzvtyh2Lb9pa,2018-08-24,100
INC583,2018-01-30,300
INC1374,2018-05-16,100
INC2671,2018-10-04,150
INC1434,2018-10-14,250
INC1533,2018-09-06,500
INC1400,2018-08-01,500
VN925K4JD64,2018-10-19,500
INC910,2018-08-24,250
INC1975,2018-06-24,150
INC673,2018-06-30,500
Bf1UgJMeE2pk,2018-08-11,500
INC223,2018-08-01,100
lyvlK4NOD4bh,2018-08-16,250
INC460,2018-05-24,500
INC4088,2018-12-11,500
rLL897Lf1FYe,2018-07-19,100
INC57,2018-06-25,100
sFBHKVLNRkb2,2018-12-30,500
INC755,2018-01-19,100
IDT20,2018-08-16,250
INC830,2018-01-31,250
VN925H3QSK7,2018-04-12,200.8
INC225,2018-08-01,100
INC984,2018-05-21,250
INC1459,2018-10-19,500
INC1548,2018-11-02,250
INC859,2018-08-09,500
INC125,2018-03-01,200
INC80,2018-02-26,500
VN925GSM4X5,2018-02-20,43
INC1829,2019-06-07,100
INC180,2018-03-09,500
INC1542,2018-05-26,500
TM4G4FlTxrzq,2018-10-10,100
INC1286,2018-06-27,100
INC228,2018-09-12,100
INC918,2018-02-28,500
INC905,2018-06-14,250
ZXdTD4pDhz9S,2018-10-04,100
INC593,2018-06-29,500
INC866,2018-02-08,500
VN925JPX540,2018-09-28,100
INC577,2018-06-25,500
o3hCS397aHnt,2018-10-18,115
INC733,2018-07-12,500
INC104,2018-02-26,50
A-84457,2018-10-29,100
INC1790,2018-06-25,100
INC1249,2018-09-25,100
xtFCiQ1c4EaZ,2018-07-22,100
INC1082,2018-09-20,500
AcMVS2eefX7s,2018-08-15,100
INC917,2018-03-10,100
Ncs9KVAcK1Ic,2019-06-30,250
INC744,2018-10-22,200
RFWh1V2uL6hz,2018-09-07,100
INC1454,2018-10-21,198.27
INC660,2018-07-06,100
7kfFrupUZHeX,2018-06-29,200
INC409,2018-01-23,100
INC390,2018-02-02,100
INC404,2018-12-27,500
IDT37,2018-08-24,250
INC1747,2018-06-20,100
INC1522,2018-05-17,250
INC1466,2018-05-08,100
YOLJZ7Nz3Tlv,2018-09-21,500
INC1083,2018-04-21,250
INC354,2018-12-05,500
INC416,2018-09-08,150
INC1307,2019-06-28,100
br9bbLedIfCb,2019-01-23,250
bFcV95rxekcc,2018-12-26,500
INC3604,2018-11-06,100
CbiUgeHlMSob,2019-05-15,500
IDT136,2018-09-20,100
2mYoX4iPr477,2018-09-14,500
INC973,2018-05-27,100
INC1530,2018-05-21,100
VN925H3D3Z4,2018-04-11,100
INC1459,2018-08-17,200
fAX2pnGFoGzg,2018-08-20,100
4wwEeg2F44CQ,2018-11-02,200
INC873,2018-02-12,500
VN925HHM7N8,2018-06-28,500
INC199,2018-11-09,100
INC3093,2018-10-22,300
INC1120,2018-09-21,250
INC25,2018-02-26,250
INC202,2018-09-08,100
INC3112,2018-10-24,350
28lflWs7qB7e,2018-08-20,100
INC1156,2018-03-06,100
INC993,2018-09-21,500
INC1340,2018-05-17,100
INC1269,2018-10-02,250
INC1421,2018-10-14,100
INC1546,2018-05-23,100
A-84347,2018-09-14,500
INC445,2018-09-14,250
INC804,2018-05-08,300
IDT46,2018-08-26,200
INC901,2018-04-03,100
INC724,2018-01-09,500
LFzVDRaZGN3G,2018-04-17,250
INC758,2019-03-25,100
INC179,2018-05-06,100
INC1290,2018-09-24,100
VN925H3D5F4,2018-04-11,250
INC772,2018-01-16,100
INC1267,2019-06-21,250
INC1021,2018-04-04,500
INC618,2019-02-26,100
AmdpjLPw9llT,2018-12-27,500
INC753,2018-01-19,500
INC620,2018-10-02,500
INC850,2018-08-08,250
sce1St4gTOXJ,2019-03-18,500
INC186,2018-05-02,500
INC1233,2018-03-23,500
INC3826,2018-10-18,250
LO9ot7T3YkGo,2018-06-28,500
INC109,2018-06-30,300
aivToJJLoxWC,2018-11-18,500
A-84147,2018-07-03,100
INC1970,2018-05-17,250
INC1379,2018-04-16,250
INC1084,2018-09-15,500
INC467,2018-09-19,500
INC1060,2018-06-13,100
INC1007,2018-04-09,250
INC620,2018-07-05,100
4On4yLsrBkw5,2019-05-31,100
INC516,2019-01-23,500
gvqWJhKouIXD,2018-07-20,500
INC732,2018-10-19,500
INC162,2018-10-11,100
f1wuJdfyku2m,2018-08-27,100
INC1502,2018-10-14,500
INC1031,2018-02-18,100
INC810,2018-03-19,100
L1Ba8anaHEuh,2018-08-12,200
AZupdTAX2T22,2019-05-31,500
INC894,2018-12-12,4366
uxkMZnzcNHGs,2018-10-08,100
INC346,2018-08-15,500
INC1469,2018-10-19,500
VN925HHM838,2018-06-28,250
7662CVlLiQAb,2018-11-04,250
INC553,2018-06-25,500
INC3560,2018-11-05,100
INC1276,2018-09-24,100
INC199,2018-06-25,500
4Dd4JdMeNVaL,2018-06-21,55
PQhOo8A7sCOR,2019-04-20,100
INC746,2018-08-15,100
INC1392,2018-05-17,250
INC2076,2018-10-25,50
INC1434,2018-05-19,250
INC104,2018-10-06,500
WBxWT2Ywm2CR,2018-07-27,100
INC714,2018-04-11,20
INC2390,2018-09-11,25
IDT43,2018-08-25,100
INC721,2019-03-02,250
cVJLxrGHujak,2018-09-07,150
HOs8PMxI3a9m,2018-09-20,125
INC1004,2018-05-29,100
EXP389,2018-06-30,-250
uiFlGYpmkBkz,2018-07-08,200
GhOKbUF7GgMz,2018-10-01,250
pMWmf1EEKTm9,2018-12-27,250
INC3396,2018-10-26,500
INC532,2019-01-23,500
INC1215,2019-06-06,100
INC1685,2018-04-25,500
INC1002,2018-02-08,500
INC1050,2018-06-16,350
INC1320,2018-04-26,500
INC54,2018-09-19,250
VN925GWEFN4,2018-03-17,50
xAeZvwjh9QzF,2018-06-29,100
INC61,2018-02-26,100
dJeEi5KyOAei,2018-12-24,200
INC741,2018-07-19,300
INC1127,2018-09-21,125
INC4117,2018-12-17,50
INC1523,2018-09-16,250
IDT32,2018-08-21,400
INC675,2018-01-06,100
IDT125,2018-09-16,100
kqmDb7QonhkS,2018-08-16,100
INC540,2018-01-17,500
D4JLcrOHEjII,2019-06-20,50
INC1625,2018-06-05,500
INC360,2018-08-27,450
gc8xzpr4bbE1,2018-06-23,100
INC2078,2018-10-25,200
S4aOnZvqverC,2018-12-27,100
bN672m6lyOdJ,2019-02-19,100
INC1871,2018-06-29,500
INC2977,2018-10-19,250
INC2967,2018-10-19,500
INC876,2018-11-21,250
INC22,2018-08-25,100
INC1344,2018-05-16,100
INC826,2018-03-16,500
INC569,2018-04-26,50
qyl6JqmAtpyb,2019-05-18,82
INC1000,2018-09-15,250
INC18,2018-08-23,250
pwSSWiVNfLX6,2019-06-20,500
INC1376,2018-05-16,180
A-84249,2018-08-15,500
INC309,2018-01-04,25
INC802,2019-04-08,100
INC1339,2018-07-23,150
INC679,2018-02-19,500
INC2511,2018-09-24,100
VN925GSKDS4,2018-02-20,25
INC1330,2018-09-22,500
INC1170,2018-06-30,200
INC2995,2018-10-19,100
INC1564,2018-05-29,250
INC794,2018-05-02,100
INC2272,2018-08-15,75
INC329,2018-12-06,500
INC600,2018-07-05,500
INC980,2018-05-24,100
INC2116,2018-08-01,250
INC178,2018-03-09,500
5S8Pond1BgDI,2018-11-29,100
INC4152,2018-12-27,500
8BrUsnvQSNwa,2018-09-19,300
INC211,2018-06-29,500
INC3148,2018-06-27,500
INC1541,2018-05-24,250
INC259,2018-03-30,500
INC843,2018-08-06,500
INC596,2018-02-04,25
INC2462,2018-09-01,100
SaosFdG35LUI,2018-11-27,100
INC2972,2018-10-20,500
VN925GJMG22,2018-01-14,150
wUdMYepLb8rn,2018-09-15,500
3f15eT958ZRf,2019-05-28,500
INC841,2018-02-05,200
INC192,2018-06-30,500
2eh3SK6wfrTX,2019-03-29,100
INC1353,2018-05-11,150
INC289,2018-08-12,100
87WHMgINbISL,2018-09-10,150
INC1136,2018-09-17,500
INC504,2018-06-08,500
VN925H5C007,2018-04-27,100
INC1159,2018-09-05,500
INC500,2018-09-24,500
HsYlWf9DMcvz,2019-06-20,100
INC888,2018-08-16,500
dTVDkRNZ8mwk,2018-10-23,200
INC1925,2018-06-30,100
INC968,2018-06-28,100
kY6sWjwOIlO8,2019-02-25,200
INC108,2018-10-08,500
INC57,2018-09-21,500
INC909,2018-05-03,250
INC3509,2018-11-01,250
INC2563,2018-10-02,25
rgORYTcRFvUO,2018-06-29,500
fUSeApJUhdIo,2019-03-13,100
6wQEYo4y3oVd,2018-12-24,500
INC227,2018-11-14,250
INC1034,2019-05-08,100
andC7mLWpGqS,2018-10-15,250
VN925GJ1GC1,2018-01-11,100
INC631,2019-03-13,-500
INC1515,2018-10-14,500
INC911,2018-06-14,100
INC736,2018-02-13,100
INC3590,2018-11-05,500
INC460,2018-09-11,500
INC589,2018-01-23,250
INC284,2018-11-30,250
INC628,2019-03-03,150
INC1408,2018-10-12,100
INC4111,2018-12-17,100
XsHqFikAobZo,2018-11-11,100
INC1390,2018-07-18,500
INC1112,2018-09-21,500
INC1486,2018-10-14,500
INC1047,2018-07-26,500
INC669,2018-03-06,250
VN925HHMAB5,2018-06-28,250
INC259,2018-11-15,250
gWmTLd5pldoT,2018-06-24,100
INC1111,2018-04-19,100
INC1667,2018-06-28,250
INC121,2018-07-03,100
ty6oQ5Dq38Kf,2018-10-20,200
INC58,2018-09-21,500
swCUY2KhUI8K,2019-06-28,500
gKVZieYYf1Vl,2018-12-31,250
INC855,2018-08-06,350
INC416,2018-05-15,250
INC1513,2018-05-17,100
INC568,2018-06-25,100
ojNbsTR6A4Bz,2018-12-03,500
INC513,2018-06-12,500
INC11,2018-08-22,500
eNmHQ4GZPYxZ,2018-12-05,100
INC805,2018-01-24,500
INC812,2018-06-30,50
INC812,2018-03-19,500
INC69,2018-09-25,100
INC3017,2018-10-19,50
INC309,2018-08-13,100
8nmvObuBSiwd,2018-06-29,100
VN925JWYXP3,2018-10-10,100
g6Jl4Qo6LAFZ,2018-12-23,100
INC1154,2018-04-21,500
INC1813,2018-03-14,100
INC861,2018-04-15,100
INC1349,2018-09-26,500
uGXzfUlSHsYW,2018-09-06,100
INC1012,2018-09-15,500
INC1117,2018-06-27,500
INC840,2018-08-06,500
INC1565,2018-09-14,500
INC1011,2018-04-11,500
INC1164,2018-04-21,250
INC950,2019-04-18,500
vBUNTTV1eBg6,2018-06-30,250
INC1215,2018-06-28,100
INC442,2018-09-13,500
INC4109,2018-12-17,250
INC1585,2018-10-24,100
INC180,2018-08-27,100
INC1415,2018-10-11,20
fVZAQNh6Niqj,2019-05-10,100
INC1575,2018-10-24,500
INC2095,2018-10-24,250
INC1149,2019-05-20,100
INC466,2018-05-18,500
E41l8nt6XjRV,2018-10-25,500
INC2657,2018-10-04,500
INC803,2018-06-30,200
VN925GSKEC4,2018-02-20,250
INC71,2018-02-26,100
INC301,2018-04-10,200
INC1038,2018-02-15,500
9uM1HAvaCb5L,2019-05-30,100
INC937,2018-03-11,500
IHBMcY28pLWf,2018-08-31,200
8wmMNANrJtaO,2018-10-25,500
INC777,2018-07-25,250
INC3421,2018-10-30,100
INC310,2018-07-03,500
INC1487,2018-05-15,100
VN925HD1FB8,2018-06-04,250
gMialLzW9QS2,2018-10-08,100
INC1823,2018-07-02,500
pQWdmoyFCBaP,2019-06-26,100
INC725,2018-01-09,500
INC1197,2018-04-21,500
INC786,2018-01-10,500
INC1798,2018-02-28,20
5VOkFlRsheSH,2018-06-22,100
INC849,2018-02-02,500
INC1772,2018-06-26,250
INC40,2018-06-30,100
VN925GTQJR9,2018-02-21,50
INC210,2018-03-06,500
INC131,2018-05-31,500
VN925H62WP5,2018-05-02,500
INC1139,2018-09-17,500
INC266,2018-07-25,500
bU6Xy6dCalOz,2019-05-18,150
INC826,2018-08-03,500
VN925GZVXR5,2018-03-27,125
GnidNbipGnPI,2018-10-24,250
INC1554,2018-05-22,500
INC601,2018-02-01,100
VN925GSRVK5,2018-02-21,250
VN925HHWF27,2018-07-01,100
FxDKVhrCSuUo,2018-07-31,50
INC232,2018-01-26,100
INC8,2018-03-01,500
ufrYa4ljNHVi,2018-10-20,100
IDT212,2018-10-08,100
A-84264,2018-08-01,500
3RjOupCsmuU4,2018-09-12,500
INC629,2018-07-05,500
INC668,2018-02-24,500
INC1232,2018-03-23,100
PeJj3Ao79f6q,2018-08-22,200
INC2075,2018-07-14,100
INC983,2018-01-29,250
INC1510,2018-10-14,500
VN925KEQPT3,2018-11-06,250
INC559,2018-09-28,500
VN925H3BTB0,2018-04-10,-100
5F2Oc8CJi9mn,2018-10-09,500
VN925GS33X8,2018-02-16,50
RAEkX4R53qcw,2019-04-02,30
INC174,2018-03-09,500
INC229,2018-11-14,100
INC1873,2019-06-17,300
INC92,2018-05-06,250
INC424,2018-12-19,500
INC273,2018-08-10,100
INC91,2018-06-28,100
INC279,2018-04-05,500
fbNZcoc89tNI,2019-06-29,100
uYw7BXKH9v29,2018-10-22,100
IDT128,2018-09-17,500
INC859,2018-05-28,25
INC626,2018-07-05,500
WAuidORmWwcB,2018-08-27,100
INC529,2018-06-15,100
INC3393,2018-10-24,500
INC1212,2018-06-26,500
INC1509,2018-10-14,500
INC1281,2018-06-20,500
INC914,2018-04-04,100
INC3606,2018-11-06,100
INC690,2018-07-11,500
INC2864,2018-10-13,100
fzjSNyHlWmPI,2019-06-20,500
INC1167,2018-06-30,500
INC466,2019-01-04,250
INC1725,2018-07-12,450
pbde7apJNnlr,2018-06-30,100
INC446,2018-12-22,500
U6TJJDwjFv5W,2018-06-30,500
INC1503,2018-10-14,500
EXP2021,2018-06-26,-500
INC955,2018-09-06,50
INC774,2018-03-11,50
SPiZSsZIsXby,2019-06-13,500
INC1881,2018-06-30,25
VIcsxhdeLITE,2019-06-06,500
INC876,2018-05-31,250
INC282,2018-08-11,100
INC174,2018-06-26,500
INC925,2018-09-04,250
INC544,2019-02-16,100
INC733,2019-03-14,100
INC775,2018-01-16,500
INC2564,2018-10-02,100
INC1022,2018-04-05,500
INC241,2018-03-22,100
INC3133,2018-06-19,500
INC2066,2018-10-25,100
INC2711,2018-06-21,20
INC70,2018-06-26,100
INC1114,2018-04-19,500
INC649,2018-07-06,50
INC3233,2018-10-25,50
INC581,2018-09-28,500
8irwRjK2tzOL,2018-09-06,222
INC1172,2018-06-30,100
jTKBfm6hZqCD,2018-09-21,100
dpRTbnGmvxc6,2018-08-24,500
Ol82qwpB1w7G,2019-05-23,500
INC1430,2018-10-14,150
fEaO9foHiLcr,2018-12-10,500
INC1575,2018-06-01,100
INC348,2018-10-15,198.27
INC1073,2019-05-09,500
INC4099,2018-12-15,500
INC1116,2018-06-27,500
INC347,2018-04-30,100
INC1053,2018-09-15,250
INC328,2018-08-10,500
INC220,2018-03-19,100
CGQ6gxM48ENf,2018-09-05,500
INC1122,2018-09-21,250
INC3216,2018-10-25,100
INC1222,2018-06-18,100
jRJ3StKGZO9L,2018-07-05,500
INC4114,2018-12-17,100
INC1173,2018-09-17,500
INC781,2018-03-09,500
jihlpHiHXZb7,2018-11-15,200
1C77baIhKqdK,2019-04-30,100
EXP1004,2018-03-11,-100
INC6,2018-03-01,100
EXP886,2018-08-29,-50
INC939,2018-09-06,500
INC538,2019-01-23,100
tYUzdQwM2xAQ,2018-06-29,100
VUbaorHLPhNM,2018-06-27,100
INC1122,2018-06-20,470
INC1245,2018-09-25,100
INC1743,2018-06-19,500
soXEXMpicKC1,2018-08-27,100
INC776,2018-10-09,500
zsehutChOuyz,2018-10-08,250
L9qvvT1uf4bN,2019-06-03,200
w7IXz8xWCecY,2018-09-14,50
INC1671,2018-06-09,500
INC281,2018-09-18,498.27
OWrE56FThWkA,2018-08-27,100
INC4090,2018-12-12,500
Tg8mbDADKzsp,2018-10-29,250
INC1771,2019-02-05,-500
INC43,2018-06-30,100
oebbj6p9py6Q,2018-10-20,250
rsHxP3bGnf1N,2018-06-21,250
INC1560,2018-05-29,250
INC14,2018-02-20,250
INC818,2019-04-10,500
VN925GRFYT6,2018-02-12,250
IDT127,2018-09-17,25
YcfG7tdupt2T,2018-10-12,200
INC472,2018-09-19,500
INC1517,2018-10-14,500
VN925GW3592,2018-03-14,250
INC3276,2018-10-29,100
INC1463,2018-05-09,500
INC382,2018-08-15,500
INC1493,2018-10-14,500
INC1892,2018-09-23,25
INC1121,2018-05-07,500
INC1217,2018-09-28,500
INC423,2018-12-19,500
INC1687,2018-11-05,500
INC2610,2018-10-02,100
EXP1310,2018-10-30,-150
INC1542,2018-05-24,250
INC1273,2018-06-19,500
INC940,2018-09-06,250
IDT15,2018-08-15,100
INC1866,2018-06-29,100
INC1635,2018-06-07,100
INC575,2019-02-22,500
INC45,2018-06-20,400
INC128,2018-08-12,500
bTh29iFQwslj,2019-06-21,100
8by9wkTb5mVU,2019-06-13,500
CsgTg6t9Yo8d,2018-08-16,100
INC1164,2018-09-17,500
INC1340,2019-06-26,100
6yxWNAeWY3jX,2018-06-30,200
INC930,2018-03-11,125
INC431,2018-12-28,500
INC613,2018-07-05,500
INC1535,2018-10-18,100
mOrBOgHHAElt,2019-06-28,100
INC742,2018-03-05,100
INC155,2018-08-30,250
INC960,2019-04-17,500
INC244,2018-09-15,500
INC1019,2018-07-10,100
IDT152,2018-09-22,420
INC1123,2018-09-21,100
INC913,2018-02-22,500
INC322,2018-08-15,100
INC929,2018-03-11,250
INC1068,2018-09-20,500
INC273,2018-09-17,100
IDT121,2018-09-15,50
INC1354,2018-09-26,386
3bawBAAhVO1H,2019-05-14,100
INC1436,2018-08-09,500
INC720,2018-03-31,100
INC311,2018-11-30,500
